20MICRONS,1.1499977,
21STCENMGM,0.0,
3IINFOTECH,0.099999905,
3MINDIA,2251.9004,
3PLAND,0.7000003,
5PAISA,8.350006,
63MOONS,4.699997,
769GS2043,0.0,
824GS2027,0.0,
A2ZINFRA,1.0999999,
AARON,5.0999985,
AARTIDRUGS,18.0,
AARTIIND,48.0,
AARVEEDEN,1.0999994,
AARVI,0.0,
AAVAS,54.0,
ABAN,0.95000076,
ABB,54.0,
ABBOTINDIA,159.90039,
ABCAPITAL,4.5,
ABFRL,7.599991,
ABINFRA,0.0,
ABSLBANETF,20.299988,
ABSLFTSLRG,0.0,
ABSLNN50ET,4.4000244,
ABSLRIF6RG,0.0,
ACC,52.0,
ACCELYA,33.0,
ACCURACY,0.049999237,
ACE,1.9000015,
ADANIENT,7.400009,
ADANIGAS,5.300003,
ADANIGREEN,12.599991,
ADANIPORTS,13.299988,
ADANIPOWER,2.7000008,
ADANITRANS,15.549988,
ADFFOODS,7.0500183,
ADHUNIKIND,2.75,
ADLABS,0.25000024,
ADORWELD,6.399994,
ADROITINFO,0.6000004,
ADSL,2.1500015,
ADVANIHOTR,6.800003,
ADVENZYMES,5.0,
AEGISCHEM,6.399994,
AFFLE,69.900024,
AGARIND,3.5,
AGCNET,22.949997,
AGRITECH,1.6499977,
AGROPHOS,0.0,
AHLADA,4.299999,
AHLEAST,5.0,
AHLUCONT,19.899994,
AHLWEST,12.700012,
AIAENG,82.75,
AIONJSW,0.8000002,
AIRAN,1.1499996,
AJANTPHARM,34.0,
AJMERA,5.0,
AKASH,7.8499985,
AKSHARCHEM,16.050003,
AKSHOPTFBR,0.35000038,
AKZOINDIA,61.650024,
ALANKIT,0.95000076,
ALBERTDAVD,27.899994,
ALBK,0.95000076,
ALCHEM,0.100000024,
ALEMBICLTD,5.25,
ALICON,13.700012,
ALKALI,3.3499985,
ALKEM,119.25,
ALKYLAMINE,33.69995,
ALLCARGO,4.0,
ALLSEC,17.899994,
ALMONDZ,0.8500004,
ALPA,2.0500011,
ALPHAGEO,11.699997,
ALPSINDUS,0.099999905,
AMARAJABAT,27.5,
AMBER,135.0,
AMBIKCO,11.650024,
AMBUJACEM,8.25,
AMDIND,1.5499992,
AMJLAND,3.3500004,
AMRUTANJAN,12.0,
ANANTRAJ,2.0,
ANDHRABANK,1.0500011,
ANDHRACEMT,0.099999905,
ANDHRSUGAR,10.600006,
ANDPAPER,12.600006,
ANIKINDS,0.5500002,
ANKITMETAL,0.099999994,
ANSALAPI,0.3499999,
ANSALHSG,0.25,
ANTGRAPHIC,0.049999952,
ANUP,27.799988,
APARINDS,12.75,
APCL,11.0,
APCOTEXIND,8.25,
APEX,30.0,
APLAPOLLO,78.69995,
APLLTD,16.450012,
APOLLO,5.0,
APOLLOHOSP,42.80005,
APOLLOPIPE,15.0,
APOLLOTYRE,6.800003,
APOLSINHOT,15.0,
APTECHT,5.5,
ARCHIDPLY,2.4500008,
ARCHIES,0.45000076,
ARCOTECH,0.100000024,
ARENTERP,0.0,
ARIES,2.199997,
ARIHANT,1.0,
ARIHANTSUP,1.3500004,
ARMANFIN,20.0,
AROGRANITE,2.3500023,
ARROWGREEN,2.4000015,
ARROWTEX,0.4499998,
ARSHIYA,0.39999962,
ARSSINFRA,1.1000004,
ARTEMISMED,9.950012,
ARVIND,2.1500015,
ARVINDFASN,10.0,
ARVSMART,5.800003,
ASAHIINDIA,12.799988,
ASAHISONG,9.899994,
ASAL,1.2499981,
ASCOM,0.0,
ASHAPURMIN,1.9500008,
ASHIANA,3.949997,
ASHIMASYN,0.75,
ASHOKA,3.4000015,
ASHOKLEY,2.4000015,
ASIANHOTNR,3.0,
ASIANPAINT,35.30005,
ASIANTILES,6.149994,
ASPINWALL,9.899994,
ASTEC,32.100006,
ASTERDM,5.800003,
ASTRAL,50.0,
ASTRAMICRO,4.1500015,
ASTRAZEN,119.0,
ASTRON,1.800003,
ATFL,39.950012,
ATLANTA,0.3000002,
ATLASCYCLE,2.75,
ATUL,101.1499,
ATULAUTO,9.25,
AUBANK,33.900024,
AURIONPRO,1.25,
AUROPHARMA,9.899994,
AUSOMENT,3.7000008,
AUTOAXLES,44.950012,
AUTOIND,0.8999996,
AUTOLITIND,1.2999992,
AVADHSUGAR,9.399994,
AVANTIFEED,25.950012,
AVG,2.25,
AVTNPL,2.0499992,
AXISBANK,12.049988,
AXISCADES,3.7000008,
AXISGOLD,48.0,
AXISNIFTY,19.650024,
AYMSYNTEX,2.8500023,
BAGFILMS,0.100000024,
BAJAJ-AUTO,89.94995,
BAJAJCON,9.25,
BAJAJELEC,10.899994,
BAJAJFINSV,298.0,
BAJAJHIND,0.25,
BAJAJHLDNG,150.0,
BAJFINANCE,86.30029,
BALAJITELE,2.5499992,
BALAMINES,46.899994,
BALAXI,12.849998,
BALKRISHNA,1.5499992,
BALKRISIND,35.25,
BALLARPUR,0.099999964,
BALMLAWRIE,2.6500015,
BALPHARMA,2.0,
BALRAMCHIN,6.099991,
BANARBEADS,3.5,
BANARISUG,67.69995,
BANCOINDIA,2.949997,
BANDHANBNK,13.75,
BANG,2.5500011,
BANKBARODA,1.699997,
BANKBEES,3.850006,
BANKINDIA,3.7999954,
BANSWRAS,7.449997,
BARTRONICS,0.049999952,
BASF,16.0,
BASML,1.949997,
BATAINDIA,45.150024,
BAYERCROP,47.5,
BBL,39.700012,
BBTC,33.849976,
BCG,0.0,
BCONCEPTS,0.0,
BCP,2.0,
BDL,13.25,
BEARDSELL,0.6499996,
BEDMUTHA,0.14999962,
BEL,9.099998,
BEML,23.849976,
BEPL,2.4000015,
BERGEPAINT,17.0,
BETA,1.3499985,
BFINVEST,5.799988,
BFUTILITIE,10.700012,
BGLOBAL,0.100000024,
BGRENERGY,1.800003,
BHAGERIA,4.0,
BHAGYANGR,2.0,
BHAGYAPROP,0.45000076,
BHANDARI,0.100000024,
BHARATFORG,15.75,
BHARATGEAR,4.3499985,
BHARATRAS,88.299805,
BHARATWIRE,1.1499996,
BHARTIARTL,12.399994,
BHEL,2.5499992,
BIGBLOC,0.5,
BIL,6.899994,
BILENERGY,0.099999964,
BINDALAGRO,1.0500002,
BIOCON,8.100006,
BIOFILCHEM,0.39999962,
BIRLACABLE,2.6500015,
BIRLACORPN,52.099976,
BIRLAMONEY,1.5999985,
BKMINDST,0.050000012,
BLBLIMITED,0.3499999,
BLISSGVS,5.349991,
BLKASHYAP,0.15000057,
BLS,1.9500046,
BLUEBLENDS,0.0,
BLUEDART,137.30005,
BLUESTARCO,27.900024,
BODALCHEM,1.800003,
BOMDYEING,5.7999954,
BOROSIL,6.899994,
BOSCHLTD,510.0,
BPCL,16.550018,
BPL,1.0,
BRFL,0.1500001,
BRIGADE,19.449997,
BRITANNIA,87.75,
BRITANNIA,0.38000107,
BRNL,2.449997,
BROOKS,3.0499992,
BSE,8.400024,
BSHSL,0.5,
BSL,1.0499992,
BSLGOLDETF,88.0,
BSLNIFTY,0.9700012,
BSOFT,15.550003,
BURNPUR,0.100000024,
BUTTERFLY,32.399994,
BYKE,1.3999996,
CADILAHC,9.0,
CALSOFT,0.75,
CAMLINFINE,4.2999954,
CANBK,4.950012,
CANDC,0.20000005,
CANFINHOME,11.649994,
CANTABIL,11.600006,
CAPACITE,4.25,
CAPLIPOINT,11.75,
CAPTRUST,6.599991,
CARBORUNIV,9.700012,
CAREERP,5.75,
CARERATING,12.0,
CASTEXTECH,0.099999994,
CASTROLIND,5.649994,
CCHHL,0.20000005,
CCL,10.299988,
CDSL,7.700012,
CEATLTD,23.0,
