20MICRONS,1.9000015,
21STCENMGM,0.0,
3IINFOTECH,0.099999905,
3MINDIA,398.8496,
3PLAND,0.0,
5PAISA,8.300003,
63MOONS,4.1500015,
732GS2024,0.0,
A2ZINFRA,0.25,
AAKASH,0.0,
AARON,0.0,
AARTIDRUGS,18.650024,
AARTIIND,51.0,
AARVEEDEN,0.39999962,
AAVAS,56.0,
ABAN,0.8999996,
ABB,23.849976,
ABBOTINDIA,190.2002,
ABCAPITAL,4.199997,
ABFRL,5.400009,
ABSLBANETF,0.0,
ABSLNN50ET,2.3700256,
ACC,31.050049,
ACCELYA,44.94995,
ACCORD,1.2000008,
ACCURACY,0.0,
ACE,2.2999954,
ADANIENT,4.550003,
ADANIGAS,5.599991,
ADANIGREEN,10.25,
ADANIPORTS,6.850006,
ADANIPOWER,1.9500008,
ADANITRANS,9.850006,
ADFFOODS,8.0,
ADHUNIKIND,1.7999992,
ADLABS,0.25,
ADORWELD,10.699982,
ADROITINFO,0.3000002,
ADSL,1.9500008,
ADVANIHOTR,5.1499977,
ADVENZYMES,6.599991,
AEGISCHEM,4.25,
AFFLE,85.0,
AGARIND,6.300003,
AGCNET,14.449997,
AGRITECH,1.8500023,
AGROPHOS,0.0,
AHLADA,0.0,
AHLEAST,7.25,
AHLUCONT,9.600006,
AHLWEST,29.899994,
AIAENG,59.69995,
AIONJSW,0.75,
AIRAN,0.6000004,
AISL,0.049999237,
AJANTPHARM,61.700073,
AJMERA,6.350006,
AJOONI,0.099999905,
AKASH,6.0,
AKSHARCHEM,31.0,
AKSHOPTFBR,0.4499998,
AKZOINDIA,79.6001,
ALANKIT,1.0,
ALBERTDAVD,28.649994,
ALBK,0.5999985,
ALCHEM,0.099999905,
ALEMBICLTD,3.2000008,
ALICON,31.75,
ALKALI,5.25,
ALKEM,37.25,
ALKYLAMINE,38.900024,
ALLCARGO,4.9000015,
ALLSEC,8.600006,
ALMONDZ,1.250001,
ALOKTEXT,0.14999986,
ALPA,2.1500015,
ALPHAGEO,17.0,
ALPSINDUS,0.100000024,
AMARAJABAT,24.75,
AMBER,69.400024,
AMBIKCO,18.650024,
AMBUJACEM,5.5,
AMDIND,1.8500004,
AMJLAND,3.8999996,
AMRUTANJAN,17.949982,
ANANTRAJ,1.3500023,
ANDHRABANK,0.29999924,
ANDHRACEMT,0.099999905,
ANDHRSUGAR,11.950012,
ANDPAPER,21.799988,
ANIKINDS,0.75,
ANKITMETAL,0.050000012,
ANSALAPI,0.19999981,
ANSALHSG,0.25,
ANTGRAPHIC,0.049999952,
ANUP,18.0,
APARINDS,10.950012,
APCL,10.299988,
APCOTEXIND,6.75,
APEX,35.649994,
APLAPOLLO,75.50012,
APLLTD,21.349976,
APOLLO,4.050003,
APOLLOHOSP,29.5,
APOLLOPIPE,19.450012,
APOLLOTYRE,5.399994,
APOLSINHOT,21.849976,
